state,region,lga,quarter,property_type,count,median_rent
VIC,Gippsland,Bass Coast,Dec 2014,All Properties,172,260
VIC,Gippsland,Bass Coast,Mar 2015,All Properties,199,265
VIC,Gippsland,Bass Coast,Jun 2015,All Properties,201,260
VIC,Gippsland,Bass Coast,Sep 2015,All Properties,206,260
VIC,Gippsland,Bass Coast,Dec 2015,All Properties,206,253
VIC,Gippsland,Bass Coast,Mar 2016,All Properties,193,270
VIC,Gippsland,Bass Coast,Jun 2016,All Properties,186,278
VIC,Gippsland,Bass Coast,Sep 2016,All Properties,209,270
VIC,Gippsland,Bass Coast,Dec 2016,All Properties,160,278
VIC,Gippsland,Bass Coast,Mar 2017,All Properties,197,275
VIC,Gippsland,Bass Coast,Jun 2017,All Properties,186,275
VIC,Gippsland,Bass Coast,Sep 2017,All Properties,184,285
VIC,Gippsland,Bass Coast,Dec 2017,All Properties,154,280
VIC,Gippsland,Bass Coast,Mar 2018,All Properties,154,290
VIC,Gippsland,Bass Coast,Jun 2018,All Properties,154,300
VIC,Gippsland,Bass Coast,Sep 2018,All Properties,181,310
VIC,Gippsland,Bass Coast,Dec 2018,All Properties,135,300
VIC,Gippsland,Bass Coast,Mar 2019,All Properties,156,320
VIC,Gippsland,Bass Coast,Jun 2019,All Properties,155,320
VIC,Gippsland,Bass Coast,Sep 2019,All Properties,149,325
VIC,Gippsland,Bass Coast,Dec 2019,All Properties,136,330
VIC,Gippsland,Bass Coast,Mar 2020,All Properties,163,320
VIC,Gippsland,Bass Coast,Jun 2020,All Properties,154,335
VIC,Gippsland,Bass Coast,Sep 2020,All Properties,143,340
VIC,Gippsland,Bass Coast,Dec 2020,All Properties,138,350
VIC,Gippsland,Bass Coast,Mar 2021,All Properties,118,350
VIC,Gippsland,Bass Coast,Jun 2021,All Properties,132,385
VIC,Gippsland,Bass Coast,Sep 2021,All Properties,128,400
VIC,Gippsland,Bass Coast,Dec 2021,All Properties,134,420
VIC,Gippsland,Bass Coast,Mar 2022,All Properties,116,405
VIC,Gippsland,Bass Coast,Jun 2022,All Properties,131,400
VIC,Gippsland,Bass Coast,Sep 2022,All Properties,150,410
VIC,Gippsland,Bass Coast,Dec 2022,All Properties,137,430
VIC,Gippsland,Bass Coast,Mar 2023,All Properties,142,445
VIC,Gippsland,Bass Coast,Jun 2023,All Properties,119,420
VIC,Gippsland,Bass Coast,Sep 2023,All Properties,169,430
VIC,Gippsland,Bass Coast,Dec 2023,All Properties,132,450
VIC,Gippsland,Bass Coast,Mar 2024,All Properties,141,450
VIC,Gippsland,Bass Coast,Jun 2024,All Properties,152,460
VIC,Gippsland,Bass Coast,Sep 2024,All Properties,178,460
VIC,Gippsland,Bass Coast,Dec 2024,All Properties,134,460
VIC,Gippsland,Bass Coast,Mar 2025,All Properties,149,480
VIC,Gippsland,Bass Coast,Jun 2025,All Properties,135,480
VIC,Gippsland,Bass Coast,Sep 2025,All Properties,135,480
VIC,Gippsland,Baw Baw,Jun 1999,All Properties,201,125
VIC,Gippsland,Baw Baw,Sep 1999,All Properties,172,130
VIC,Gippsland,Baw Baw,Dec 1999,All Properties,200,130
VIC,Gippsland,Baw Baw,Mar 2000,All Properties,184,125
VIC,Gippsland,Baw Baw,Jun 2000,All Properties,169,130
VIC,Gippsland,Baw Baw,Sep 2000,All Properties,187,130
VIC,Gippsland,Baw Baw,Dec 2000,All Properties,157,130
VIC,Gippsland,Baw Baw,Mar 2001,All Properties,176,130
VIC,Gippsland,Baw Baw,Jun 2001,All Properties,147,130
VIC,Gippsland,Baw Baw,Sep 2001,All Properties,138,138
VIC,Gippsland,Baw Baw,Dec 2001,All Properties,141,145
VIC,Gippsland,Baw Baw,Mar 2002,All Properties,183,145
VIC,Gippsland,Baw Baw,Jun 2002,All Properties,144,149
VIC,Gippsland,Baw Baw,Sep 2002,All Properties,160,150
VIC,Gippsland,Baw Baw,Dec 2002,All Properties,157,155
VIC,Gippsland,Baw Baw,Mar 2003,All Properties,172,155
VIC,Gippsland,Baw Baw,Jun 2003,All Properties,156,160
VIC,Gippsland,Baw Baw,Sep 2003,All Properties,161,165
VIC,Gippsland,Baw Baw,Dec 2003,All Properties,196,165
VIC,Gippsland,Baw Baw,Mar 2004,All Properties,179,165
VIC,Gippsland,Baw Baw,Jun 2004,All Properties,151,170
VIC,Gippsland,Baw Baw,Sep 2004,All Properties,180,160
VIC,Gippsland,Baw Baw,Dec 2004,All Properties,178,180
VIC,Gippsland,Baw Baw,Mar 2005,All Properties,186,180
VIC,Gippsland,Baw Baw,Jun 2005,All Properties,167,180
VIC,Gippsland,Baw Baw,Sep 2005,All Properties,196,170
VIC,Gippsland,Baw Baw,Dec 2005,All Properties,171,180
VIC,Gippsland,Baw Baw,Mar 2006,All Properties,215,175
VIC,Gippsland,Baw Baw,Jun 2006,All Properties,167,180
VIC,Gippsland,Baw Baw,Sep 2006,All Properties,205,185
VIC,Gippsland,Baw Baw,Dec 2006,All Properties,207,180
VIC,Gippsland,Baw Baw,Mar 2007,All Properties,229,190
VIC,Gippsland,Baw Baw,Jun 2007,All Properties,209,190
VIC,Gippsland,Baw Baw,Sep 2007,All Properties,196,195
VIC,Gippsland,Baw Baw,Dec 2007,All Properties,204,190
VIC,Gippsland,Baw Baw,Mar 2008,All Properties,207,200
VIC,Gippsland,Baw Baw,Jun 2008,All Properties,236,200
VIC,Gippsland,Baw Baw,Sep 2008,All Properties,188,200
VIC,Gippsland,Baw Baw,Dec 2008,All Properties,207,220
VIC,Gippsland,Baw Baw,Mar 2009,All Properties,207,210
VIC,Gippsland,Baw Baw,Jun 2009,All Properties,202,220
VIC,Gippsland,Baw Baw,Sep 2009,All Properties,196,225
VIC,Gippsland,Baw Baw,Dec 2009,All Properties,229,235
VIC,Gippsland,Baw Baw,Mar 2010,All Properties,221,225
VIC,Gippsland,Baw Baw,Jun 2010,All Properties,234,240
VIC,Gippsland,Baw Baw,Sep 2010,All Properties,220,240
VIC,Gippsland,Baw Baw,Dec 2010,All Properties,224,250
VIC,Gippsland,Baw Baw,Mar 2011,All Properties,280,250
VIC,Gippsland,Baw Baw,Jun 2011,All Properties,245,260
VIC,Gippsland,Baw Baw,Sep 2011,All Properties,271,265
VIC,Gippsland,Baw Baw,Dec 2011,All Properties,224,260
VIC,Gippsland,Baw Baw,Mar 2012,All Properties,293,265
VIC,Gippsland,Baw Baw,Jun 2012,All Properties,296,260
VIC,Gippsland,Baw Baw,Sep 2012,All Properties,256,270
VIC,Gippsland,Baw Baw,Dec 2012,All Properties,254,278
VIC,Gippsland,Baw Baw,Mar 2013,All Properties,300,270
VIC,Gippsland,Baw Baw,Jun 2013,All Properties,279,270
VIC,Gippsland,Baw Baw,Sep 2013,All Properties,287,260
VIC,Gippsland,Baw Baw,Dec 2013,All Properties,281,280
VIC,Gippsland,Baw Baw,Mar 2014,All Properties,279,280
VIC,Gippsland,Baw Baw,Jun 2014,All Properties,281,275
VIC,Gippsland,Baw Baw,Sep 2014,All Properties,289,280
VIC,Gippsland,Baw Baw,Dec 2014,All Properties,319,290
VIC,Gippsland,Baw Baw,Mar 2015,All Properties,311,290
VIC,Gippsland,Baw Baw,Jun 2015,All Properties,302,283
VIC,Gippsland,Baw Baw,Sep 2015,All Properties,331,280
VIC,Gippsland,Baw Baw,Dec 2015,All Properties,323,300
VIC,Gippsland,Baw Baw,Mar 2016,All Properties,298,300
VIC,Gippsland,Baw Baw,Jun 2016,All Properties,294,300
VIC,Gippsland,Baw Baw,Sep 2016,All Properties,308,300
VIC,Gippsland,Baw Baw,Dec 2016,All Properties,295,300
VIC,Gippsland,Baw Baw,Mar 2017,All Properties,324,300
VIC,Gippsland,Baw Baw,Jun 2017,All Properties,324,310
VIC,Gippsland,Baw Baw,Sep 2017,All Properties,327,320
VIC,Gippsland,Baw Baw,Dec 2017,All Properties,283,320
VIC,Gippsland,Baw Baw,Mar 2018,All Properties,301,325
VIC,Gippsland,Baw Baw,Jun 2018,All Properties,276,330
VIC,Gippsland,Baw Baw,Sep 2018,All Properties,282,330
VIC,Gippsland,Baw Baw,Dec 2018,All Properties,301,345
VIC,Gippsland,Baw Baw,Mar 2019,All Properties,294,340
VIC,Gippsland,Baw Baw,Jun 2019,All Properties,270,350
VIC,Gippsland,Baw Baw,Sep 2019,All Properties,320,340
VIC,Gippsland,Baw Baw,Dec 2019,All Properties,307,330
VIC,Gippsland,Baw Baw,Mar 2020,All Properties,314,360
VIC,Gippsland,Baw Baw,Jun 2020,All Properties,334,350
VIC,Gippsland,Baw Baw,Sep 2020,All Properties,321,350
VIC,Gippsland,Baw Baw,Dec 2020,All Properties,277,370
VIC,Gippsland,Baw Baw,Mar 2021,All Properties,280,380
VIC,Gippsland,Baw Baw,Jun 2021,All Properties,244,390
VIC,Gippsland,Baw Baw,Sep 2021,All Properties,290,395
VIC,Gippsland,Baw Baw,Dec 2021,All Properties,256,390
VIC,Gippsland,Baw Baw,Mar 2022,All Properties,270,400
VIC,Gippsland,Baw Baw,Jun 2022,All Properties,257,400
VIC,Gippsland,Baw Baw,Sep 2022,All Properties,293,425
VIC,Gippsland,Baw Baw,Dec 2022,All Properties,299,435
VIC,Gippsland,Baw Baw,Mar 2023,All Properties,270,448
VIC,Gippsland,Baw Baw,Jun 2023,All Properties,290,450
VIC,Gippsland,Baw Baw,Sep 2023,All Properties,321,450
VIC,Gippsland,Baw Baw,Dec 2023,All Properties,288,450
VIC,Gippsland,Baw Baw,Mar 2024,All Properties,273,460
VIC,Gippsland,Baw Baw,Jun 2024,All Properties,260,478
VIC,Gippsland,Baw Baw,Sep 2024,All Properties,253,480
VIC,Gippsland,Baw Baw,Dec 2024,All Properties,261,500
VIC,Gippsland,Baw Baw,Mar 2025,All Properties,253,490
VIC,Gippsland,Baw Baw,Jun 2025,All Properties,255,520
VIC,Gippsland,Baw Baw,Sep 2025,All Properties,280,525
VIC,Gippsland,East Gippsland,Jun 1999,All Properties,236,120
VIC,Gippsland,East Gippsland,Sep 1999,All Properties,260,118
VIC,Gippsland,East Gippsland,Dec 1999,All Properties,254,120
VIC,Gippsland,East Gippsland,Mar 2000,All Properties,267,120
VIC,Gippsland,East Gippsland,Jun 2000,All Properties,234,120
VIC,Gippsland,East Gippsland,Sep 2000,All Properties,281,125
VIC,Gippsland,East Gippsland,Dec 2000,All Properties,217,125
VIC,Gippsland,East Gippsland,Mar 2001,All Properties,245,125
VIC,Gippsland,East Gippsland,Jun 2001,All Properties,226,125
VIC,Gippsland,East Gippsland,Sep 2001,All Properties,243,130
VIC,Gippsland,East Gippsland,Dec 2001,All Properties,202,130
VIC,Gippsland,East Gippsland,Mar 2002,All Properties,209,130
VIC,Gippsland,East Gippsland,Jun 2002,All Properties,239,135
VIC,Gippsland,East Gippsland,Sep 2002,All Properties,232,135
VIC,Gippsland,East Gippsland,Dec 2002,All Properties,220,138
VIC,Gippsland,East Gippsland,Mar 2003,All Properties,217,145
VIC,Gippsland,East Gippsland,Jun 2003,All Properties,222,149
VIC,Gippsland,East Gippsland,Sep 2003,All Properties,258,150
VIC,Gippsland,East Gippsland,Dec 2003,All Properties,232,160
VIC,Gippsland,East Gippsland,Mar 2004,All Properties,217,150
VIC,Gippsland,East Gippsland,Jun 2004,All Properties,193,165
VIC,Gippsland,East Gippsland,Sep 2004,All Properties,222,160
VIC,Gippsland,East Gippsland,Dec 2004,All Properties,216,165
VIC,Gippsland,East Gippsland,Mar 2005,All Properties,229,165
VIC,Gippsland,East Gippsland,Jun 2005,All Properties,239,165
VIC,Gippsland,East Gippsland,Sep 2005,All Properties,263,170
VIC,Gippsland,East Gippsland,Dec 2005,All Properties,245,170
VIC,Gippsland,East Gippsland,Mar 2006,All Properties,246,170
VIC,Gippsland,East Gippsland,Jun 2006,All Properties,226,165
VIC,Gippsland,East Gippsland,Sep 2006,All Properties,265,180
VIC,Gippsland,East Gippsland,Dec 2006,All Properties,256,180
VIC,Gippsland,East Gippsland,Mar 2007,All Properties,239,180
VIC,Gippsland,East Gippsland,Jun 2007,All Properties,221,180
VIC,Gippsland,East Gippsland,Sep 2007,All Properties,231,190
VIC,Gippsland,East Gippsland,Dec 2007,All Properties,247,180
VIC,Gippsland,East Gippsland,Mar 2008,All Properties,249,195
VIC,Gippsland,East Gippsland,Jun 2008,All Properties,274,200
VIC,Gippsland,East Gippsland,Sep 2008,All Properties,257,195
VIC,Gippsland,East Gippsland,Dec 2008,All Properties,266,200
VIC,Gippsland,East Gippsland,Mar 2009,All Properties,270,200
VIC,Gippsland,East Gippsland,Jun 2009,All Properties,268,200
VIC,Gippsland,East Gippsland,Sep 2009,All Properties,287,205
VIC,Gippsland,East Gippsland,Dec 2009,All Properties,267,215
VIC,Gippsland,East Gippsland,Mar 2010,All Properties,246,218
VIC,Gippsland,East Gippsland,Jun 2010,All Properties,258,220
VIC,Gippsland,East Gippsland,Sep 2010,All Properties,259,220
VIC,Gippsland,East Gippsland,Dec 2010,All Properties,225,220
VIC,Gippsland,East Gippsland,Mar 2011,All Properties,263,230
VIC,Gippsland,East Gippsland,Jun 2011,All Properties,265,240
VIC,Gippsland,East Gippsland,Sep 2011,All Properties,289,240
VIC,Gippsland,East Gippsland,Dec 2011,All Properties,282,235
VIC,Gippsland,East Gippsland,Mar 2012,All Properties,293,250
VIC,Gippsland,East Gippsland,Jun 2012,All Properties,266,243
VIC,Gippsland,East Gippsland,Sep 2012,All Properties,323,240
VIC,Gippsland,East Gippsland,Dec 2012,All Properties,286,250
VIC,Gippsland,East Gippsland,Mar 2013,All Properties,303,250
VIC,Gippsland,East Gippsland,Jun 2013,All Properties,339,250
VIC,Gippsland,East Gippsland,Sep 2013,All Properties,359,250
VIC,Gippsland,East Gippsland,Dec 2013,All Properties,325,250
VIC,Gippsland,East Gippsland,Mar 2014,All Properties,314,260
VIC,Gippsland,East Gippsland,Jun 2014,All Properties,296,260
VIC,Gippsland,East Gippsland,Sep 2014,All Properties,306,260
VIC,Gippsland,East Gippsland,Dec 2014,All Properties,315,260
VIC,Gippsland,East Gippsland,Mar 2015,All Properties,315,260
VIC,Gippsland,East Gippsland,Jun 2015,All Properties,323,270
VIC,Gippsland,East Gippsland,Sep 2015,All Properties,310,265
VIC,Gippsland,East Gippsland,Dec 2015,All Properties,326,265
VIC,Gippsland,East Gippsland,Mar 2016,All Properties,341,260
VIC,Gippsland,East Gippsland,Jun 2016,All Properties,310,280
VIC,Gippsland,East Gippsland,Sep 2016,All Properties,331,270
VIC,Gippsland,East Gippsland,Dec 2016,All Properties,290,270
VIC,Gippsland,East Gippsland,Mar 2017,All Properties,297,275
VIC,Gippsland,East Gippsland,Jun 2017,All Properties,307,270
VIC,Gippsland,East Gippsland,Sep 2017,All Properties,308,280
VIC,Gippsland,East Gippsland,Dec 2017,All Properties,311,270
VIC,Gippsland,East Gippsland,Mar 2018,All Properties,286,280
VIC,Gippsland,East Gippsland,Jun 2018,All Properties,271,295
VIC,Gippsland,East Gippsland,Sep 2018,All Properties,268,290
VIC,Gippsland,East Gippsland,Dec 2018,All Properties,247,290
VIC,Gippsland,East Gippsland,Mar 2019,All Properties,269,290
VIC,Gippsland,East Gippsland,Jun 2019,All Properties,285,300
VIC,Gippsland,East Gippsland,Sep 2019,All Properties,251,300
VIC,Gippsland,East Gippsland,Dec 2019,All Properties,270,295
VIC,Gippsland,East Gippsland,Mar 2020,All Properties,295,300
VIC,Gippsland,East Gippsland,Jun 2020,All Properties,269,300
VIC,Gippsland,East Gippsland,Sep 2020,All Properties,261,310
VIC,Gippsland,East Gippsland,Dec 2020,All Properties,206,323
VIC,Gippsland,East Gippsland,Mar 2021,All Properties,223,330
VIC,Gippsland,East Gippsland,Jun 2021,All Properties,230,330
VIC,Gippsland,East Gippsland,Sep 2021,All Properties,213,340
VIC,Gippsland,East Gippsland,Dec 2021,All Properties,205,350
VIC,Gippsland,East Gippsland,Mar 2022,All Properties,209,370
VIC,Gippsland,East Gippsland,Jun 2022,All Properties,234,380
VIC,Gippsland,East Gippsland,Sep 2022,All Properties,210,390
VIC,Gippsland,East Gippsland,Dec 2022,All Properties,205,390
VIC,Gippsland,East Gippsland,Mar 2023,All Properties,221,400
VIC,Gippsland,East Gippsland,Jun 2023,All Properties,240,400
VIC,Gippsland,East Gippsland,Sep 2023,All Properties,235,400
VIC,Gippsland,East Gippsland,Dec 2023,All Properties,206,400
VIC,Gippsland,East Gippsland,Mar 2024,All Properties,231,420
VIC,Gippsland,East Gippsland,Jun 2024,All Properties,235,420
VIC,Gippsland,East Gippsland,Sep 2024,All Properties,242,430
VIC,Gippsland,East Gippsland,Dec 2024,All Properties,227,450
VIC,Gippsland,East Gippsland,Mar 2025,All Properties,240,450
VIC,Gippsland,East Gippsland,Jun 2025,All Properties,230,450
VIC,Gippsland,East Gippsland,Sep 2025,All Properties,240,460
VIC,Gippsland,Latrobe,Jun 1999,All Properties,538,110
VIC,Gippsland,Latrobe,Sep 1999,All Properties,513,110
VIC,Gippsland,Latrobe,Dec 1999,All Properties,480,110
VIC,Gippsland,Latrobe,Mar 2000,All Properties,634,110
VIC,Gippsland,Latrobe,Jun 2000,All Properties,493,110
VIC,Gippsland,Latrobe,Sep 2000,All Properties,522,110
VIC,Gippsland,Latrobe,Dec 2000,All Properties,477,110
VIC,Gippsland,Latrobe,Mar 2001,All Properties,576,110
VIC,Gippsland,Latrobe,Jun 2001,All Properties,475,110
VIC,Gippsland,Latrobe,Sep 2001,All Properties,550,110
VIC,Gippsland,Latrobe,Dec 2001,All Properties,474,110
VIC,Gippsland,Latrobe,Mar 2002,All Properties,589,115
VIC,Gippsland,Latrobe,Jun 2002,All Properties,544,114
VIC,Gippsland,Latrobe,Sep 2002,All Properties,513,125
VIC,Gippsland,Latrobe,Dec 2002,All Properties,491,125
VIC,Gippsland,Latrobe,Mar 2003,All Properties,596,130
VIC,Gippsland,Latrobe,Jun 2003,All Properties,553,130
VIC,Gippsland,Latrobe,Sep 2003,All Properties,551,130
VIC,Gippsland,Latrobe,Dec 2003,All Properties,532,130
VIC,Gippsland,Latrobe,Mar 2004,All Properties,652,135
VIC,Gippsland,Latrobe,Jun 2004,All Properties,514,135
VIC,Gippsland,Latrobe,Sep 2004,All Properties,594,135
VIC,Gippsland,Latrobe,Dec 2004,All Properties,521,140
VIC,Gippsland,Latrobe,Mar 2005,All Properties,579,135
VIC,Gippsland,Latrobe,Jun 2005,All Properties,573,140
VIC,Gippsland,Latrobe,Sep 2005,All Properties,591,140
VIC,Gippsland,Latrobe,Dec 2005,All Properties,521,140
VIC,Gippsland,Latrobe,Mar 2006,All Properties,640,140
VIC,Gippsland,Latrobe,Jun 2006,All Properties,518,145
VIC,Gippsland,Latrobe,Sep 2006,All Properties,534,145
VIC,Gippsland,Latrobe,Dec 2006,All Properties,507,140
VIC,Gippsland,Latrobe,Mar 2007,All Properties,640,150
VIC,Gippsland,Latrobe,Jun 2007,All Properties,555,150
VIC,Gippsland,Latrobe,Sep 2007,All Properties,570,150
VIC,Gippsland,Latrobe,Dec 2007,All Properties,525,160
VIC,Gippsland,Latrobe,Mar 2008,All Properties,624,160
VIC,Gippsland,Latrobe,Jun 2008,All Properties,557,160
VIC,Gippsland,Latrobe,Sep 2008,All Properties,559,165
VIC,Gippsland,Latrobe,Dec 2008,All Properties,507,165
VIC,Gippsland,Latrobe,Mar 2009,All Properties,608,175
VIC,Gippsland,Latrobe,Jun 2009,All Properties,550,170
VIC,Gippsland,Latrobe,Sep 2009,All Properties,544,178
VIC,Gippsland,Latrobe,Dec 2009,All Properties,558,180
VIC,Gippsland,Latrobe,Mar 2010,All Properties,629,185
VIC,Gippsland,Latrobe,Jun 2010,All Properties,540,185
VIC,Gippsland,Latrobe,Sep 2010,All Properties,581,190
VIC,Gippsland,Latrobe,Dec 2010,All Properties,581,190
VIC,Gippsland,Latrobe,Mar 2011,All Properties,600,200
VIC,Gippsland,Latrobe,Jun 2011,All Properties,591,200
VIC,Gippsland,Latrobe,Sep 2011,All Properties,652,200
VIC,Gippsland,Latrobe,Dec 2011,All Properties,568,200
VIC,Gippsland,Latrobe,Mar 2012,All Properties,638,200
VIC,Gippsland,Latrobe,Jun 2012,All Properties,611,200
VIC,Gippsland,Latrobe,Sep 2012,All Properties,627,210
VIC,Gippsland,Latrobe,Dec 2012,All Properties,551,200
VIC,Gippsland,Latrobe,Mar 2013,All Properties,641,220
VIC,Gippsland,Latrobe,Jun 2013,All Properties,604,215
VIC,Gippsland,Latrobe,Sep 2013,All Properties,630,210
VIC,Gippsland,Latrobe,Dec 2013,All Properties,611,215
VIC,Gippsland,Latrobe,Mar 2014,All Properties,675,220
VIC,Gippsland,Latrobe,Jun 2014,All Properties,564,215
VIC,Gippsland,Latrobe,Sep 2014,All Properties,602,230
VIC,Gippsland,Latrobe,Dec 2014,All Properties,558,220
VIC,Gippsland,Latrobe,Mar 2015,All Properties,652,240
VIC,Gippsland,Latrobe,Jun 2015,All Properties,629,225
VIC,Gippsland,Latrobe,Sep 2015,All Properties,643,230
VIC,Gippsland,Latrobe,Dec 2015,All Properties,612,230
VIC,Gippsland,Latrobe,Mar 2016,All Properties,688,235
VIC,Gippsland,Latrobe,Jun 2016,All Properties,655,230
VIC,Gippsland,Latrobe,Sep 2016,All Properties,674,230
VIC,Gippsland,Latrobe,Dec 2016,All Properties,605,240
VIC,Gippsland,Latrobe,Mar 2017,All Properties,715,243
VIC,Gippsland,Latrobe,Jun 2017,All Properties,623,230
VIC,Gippsland,Latrobe,Sep 2017,All Properties,656,240
VIC,Gippsland,Latrobe,Dec 2017,All Properties,607,240
VIC,Gippsland,Latrobe,Mar 2018,All Properties,680,245
VIC,Gippsland,Latrobe,Jun 2018,All Properties,584,240
VIC,Gippsland,Latrobe,Sep 2018,All Properties,609,240
VIC,Gippsland,Latrobe,Dec 2018,All Properties,528,250
VIC,Gippsland,Latrobe,Mar 2019,All Properties,574,250
VIC,Gippsland,Latrobe,Jun 2019,All Properties,508,250
VIC,Gippsland,Latrobe,Sep 2019,All Properties,543,260
VIC,Gippsland,Latrobe,Dec 2019,All Properties,530,260
VIC,Gippsland,Latrobe,Mar 2020,All Properties,548,265
VIC,Gippsland,Latrobe,Jun 2020,All Properties,487,260
VIC,Gippsland,Latrobe,Sep 2020,All Properties,460,270
VIC,Gippsland,Latrobe,Dec 2020,All Properties,393,285
VIC,Gippsland,Latrobe,Mar 2021,All Properties,488,300
VIC,Gippsland,Latrobe,Jun 2021,All Properties,503,300
VIC,Gippsland,Latrobe,Sep 2021,All Properties,436,313
VIC,Gippsland,Latrobe,Dec 2021,All Properties,498,340
VIC,Gippsland,Latrobe,Mar 2022,All Properties,501,340
VIC,Gippsland,Latrobe,Jun 2022,All Properties,486,340
VIC,Gippsland,Latrobe,Sep 2022,All Properties,519,350
VIC,Gippsland,Latrobe,Dec 2022,All Properties,465,360
VIC,Gippsland,Latrobe,Mar 2023,All Properties,583,350
VIC,Gippsland,Latrobe,Jun 2023,All Properties,486,360
VIC,Gippsland,Latrobe,Sep 2023,All Properties,514,360
VIC,Gippsland,Latrobe,Dec 2023,All Properties,497,375
VIC,Gippsland,Latrobe,Mar 2024,All Properties,515,380
VIC,Gippsland,Latrobe,Jun 2024,All Properties,495,380
VIC,Gippsland,Latrobe,Sep 2024,All Properties,438,390
VIC,Gippsland,Latrobe,Dec 2024,All Properties,470,400
VIC,Gippsland,Latrobe,Mar 2025,All Properties,467,400
VIC,Gippsland,Latrobe,Jun 2025,All Properties,469,420
VIC,Gippsland,Latrobe,Sep 2025,All Properties,549,420
VIC,Gippsland,South Gippsland,Jun 1999,All Properties,118,110
VIC,Gippsland,South Gippsland,Sep 1999,All Properties,122,110
VIC,Gippsland,South Gippsland,Dec 1999,All Properties,126,110
VIC,Gippsland,South Gippsland,Mar 2000,All Properties,129,115
VIC,Gippsland,South Gippsland,Jun 2000,All Properties,107,115
VIC,Gippsland,South Gippsland,Sep 2000,All Properties,106,113
VIC,Gippsland,South Gippsland,Dec 2000,All Properties,100,110
VIC,Gippsland,South Gippsland,Mar 2001,All Properties,121,115
VIC,Gippsland,South Gippsland,Jun 2001,All Properties,93,115
VIC,Gippsland,South Gippsland,Sep 2001,All Properties,103,115
VIC,Gippsland,South Gippsland,Dec 2001,All Properties,91,120
VIC,Gippsland,South Gippsland,Mar 2002,All Properties,103,125
VIC,Gippsland,South Gippsland,Jun 2002,All Properties,89,125
VIC,Gippsland,South Gippsland,Sep 2002,All Properties,98,128
VIC,Gippsland,South Gippsland,Dec 2002,All Properties,87,130
VIC,Gippsland,South Gippsland,Mar 2003,All Properties,105,130
VIC,Gippsland,South Gippsland,Jun 2003,All Properties,99,135
VIC,Gippsland,South Gippsland,Sep 2003,All Properties,94,140
VIC,Gippsland,South Gippsland,Dec 2003,All Properties,112,150
VIC,Gippsland,South Gippsland,Mar 2004,All Properties,91,150
VIC,Gippsland,South Gippsland,Jun 2004,All Properties,93,150
VIC,Gippsland,South Gippsland,Sep 2004,All Properties,102,150
VIC,Gippsland,South Gippsland,Dec 2004,All Properties,90,153
VIC,Gippsland,South Gippsland,Mar 2005,All Properties,104,158
VIC,Gippsland,South Gippsland,Jun 2005,All Properties,109,155
VIC,Gippsland,South Gippsland,Sep 2005,All Properties,115,160
VIC,Gippsland,South Gippsland,Dec 2005,All Properties,105,160
VIC,Gippsland,South Gippsland,Mar 2006,All Properties,123,160
VIC,Gippsland,South Gippsland,Jun 2006,All Properties,127,160
VIC,Gippsland,South Gippsland,Sep 2006,All Properties,87,160
VIC,Gippsland,South Gippsland,Dec 2006,All Properties,95,165
VIC,Gippsland,South Gippsland,Mar 2007,All Properties,125,180
VIC,Gippsland,South Gippsland,Jun 2007,All Properties,109,170
VIC,Gippsland,South Gippsland,Sep 2007,All Properties,113,170
VIC,Gippsland,South Gippsland,Dec 2007,All Properties,111,180
VIC,Gippsland,South Gippsland,Mar 2008,All Properties,117,185
VIC,Gippsland,South Gippsland,Jun 2008,All Properties,117,190
VIC,Gippsland,South Gippsland,Sep 2008,All Properties,141,190
VIC,Gippsland,South Gippsland,Dec 2008,All Properties,112,190
VIC,Gippsland,South Gippsland,Mar 2009,All Properties,139,200
VIC,Gippsland,South Gippsland,Jun 2009,All Properties,110,200
VIC,Gippsland,South Gippsland,Sep 2009,All Properties,136,200
VIC,Gippsland,South Gippsland,Dec 2009,All Properties,127,200
VIC,Gippsland,South Gippsland,Mar 2010,All Properties,163,200
VIC,Gippsland,South Gippsland,Jun 2010,All Properties,140,220
VIC,Gippsland,South Gippsland,Sep 2010,All Properties,145,225
VIC,Gippsland,South Gippsland,Dec 2010,All Properties,127,225
VIC,Gippsland,South Gippsland,Mar 2011,All Properties,140,230
VIC,Gippsland,South Gippsland,Jun 2011,All Properties,120,240
VIC,Gippsland,South Gippsland,Sep 2011,All Properties,153,240
VIC,Gippsland,South Gippsland,Dec 2011,All Properties,140,240
VIC,Gippsland,South Gippsland,Mar 2012,All Properties,140,235
VIC,Gippsland,South Gippsland,Jun 2012,All Properties,153,230
VIC,Gippsland,South Gippsland,Sep 2012,All Properties,144,240
VIC,Gippsland,South Gippsland,Dec 2012,All Properties,156,240
VIC,Gippsland,South Gippsland,Mar 2013,All Properties,159,235
VIC,Gippsland,South Gippsland,Jun 2013,All Properties,145,240
VIC,Gippsland,South Gippsland,Sep 2013,All Properties,172,238
VIC,Gippsland,South Gippsland,Dec 2013,All Properties,135,245
VIC,Gippsland,South Gippsland,Mar 2014,All Properties,175,245
VIC,Gippsland,South Gippsland,Jun 2014,All Properties,165,250
VIC,Gippsland,South Gippsland,Sep 2014,All Properties,146,240
VIC,Gippsland,South Gippsland,Dec 2014,All Properties,144,250
VIC,Gippsland,South Gippsland,Mar 2015,All Properties,140,248
